u,v,key,osmid,bridge,oneway,lanes,ref,highway,maxspeed,reversed,length,name,tunnel,junction,access,geometry
4027878662,390064890,0,34039353,,True,3,EN 235,secondary,50,False,8.819,Rotunda do Marnoto,,roundabout,,"LINESTRING (-8.658597 40.6419996, -8.6586844 40.6420431)"
4027888789,4927593275,0,400180772,,False,2,,residential,,True,11.573,Rua Zé Augusto,,,,"LINESTRING (-8.6387762 40.6422603, -8.6389044 40.6422973)"
4027888789,4927593296,0,502202658,,True,1,,residential,,False,7.823,Rua General José Domingues Peres,,,,"LINESTRING (-8.6387762 40.6422603, -8.6388388 40.6422084)"
4027888789,4927593274,0,502202660,,False,2,,residential,,False,14.147,Rua General José Domingues Peres,,,,"LINESTRING (-8.6387762 40.6422603, -8.6387135 40.6423783)"
4027888789,4972002328,0,507751987,,False,,,residential,,False,11.62,Rua Zé Augusto,,,,"LINESTRING (-8.6387762 40.6422603, -8.6386472 40.6422237)"
4031779424,6516319871,0,694040971,,True,1,,tertiary,,False,5.111,Praça do Milenário,,roundabout,,"LINESTRING (-8.650494 40.6392256, -8.6505444 40.6392001)"
4031779426,4031779427,0,694040971,,True,1,,tertiary,,False,4.073,Praça do Milenário,,roundabout,,"LINESTRING (-8.6505722 40.6389811, -8.6505362 40.6389567)"
4031779427,392954328,0,694040970,,True,1,,tertiary,,False,6.454,Praça do Milenário,,roundabout,,"LINESTRING (-8.6505362 40.6389567, -8.6504616 40.6389439)"
4163013740,1708934692,0,791160568,,True,2,,tertiary,50,False,16.535,Avenida Doutor Francisco do Vale Guimarães,,,,"LINESTRING (-8.6392193 40.6374062, -8.6390523 40.6373284)"
4163013757,4163013740,0,791160568,,True,2,,tertiary,50,False,75.906,Avenida Doutor Francisco do Vale Guimarães,,,,"LINESTRING (-8.6399832 40.6377667, -8.6392193 40.6374062)"
4163013759,5237682252,0,127003525,,True,1,,residential,,False,21.684,Travessa de São Martinho,,,,"LINESTRING (-8.6494695 40.6378123, -8.6492874 40.6379499)"
4163013770,1712837189,0,135441163,,True,1,,tertiary,,False,41.256,Avenida 5 de Outubro,,,,"LINESTRING (-8.6498448 40.6395538, -8.6502236 40.6393192)"
4192507195,1699771673,0,122054852,,True,1,,residential,50,False,57.904,Rua Santa Maria da Feira,,,,"LINESTRING (-8.649396 40.6315514, -8.6493219 40.6310337)"
4192507195,5212740190,0,960101270,,False,2,,residential,50,True,55.757,Rua Santa Maria da Feira,,,,"LINESTRING (-8.649396 40.6315514, -8.6494636 40.6320502)"
4207124633,3596981899,0,135441161,,True,2,,secondary,50,False,12.4,Avenida de Artur Ravara,,,,"LINESTRING (-8.6532399 40.6371248, -8.6533545 40.637055)"
4207124633,4207124634,0,420806588,,False,,,secondary_link,,False,11.53,,,,,"LINESTRING (-8.6532399 40.6371248, -8.6531541 40.6370441)"
4207124634,1487627551,0,55806518,,False,2,,tertiary,,False,10.012,Avenida Araújo e Silva,,,,"LINESTRING (-8.6531541 40.6370441, -8.653085 40.6369709)"
4207124634,1699728760,0,135441167,,True,2,,secondary,40,False,11.382,Avenida de Santa Joana,,,,"LINESTRING (-8.6531541 40.6370441, -8.6530623 40.6371191)"
4207124634,4207124633,0,420806588,,False,,,secondary_link,,True,11.53,,,,,"LINESTRING (-8.6531541 40.6370441, -8.6532399 40.6371248)"
4217004508,4961709767,0,176509600,,False,2,,residential,,True,47.568,Rua da Pega,,,,"LINESTRING (-8.6612368 40.6305044, -8.6615782 40.6308448)"
4217004509,1834488365,0,506500941,,False,,,residential,,False,2.403,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6586195 40.6335362, -8.6586067 40.6335555)"
4217004509,689479604,0,506500941,,False,,,residential,,True,28.585,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6586195 40.6335362, -8.6587402 40.633296)"
4222131872,4222131874,0,422461216,,True,,,residential,,False,10.156,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6561009 40.6352774, -8.6562125 40.6352432)"
4222131873,4969201684,0,422461215,,True,,,residential,,False,6.203,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6574694 40.6344584, -8.6574179 40.6344982)"
4222131874,4222131875,0,422461216,,True,,,residential,,False,10.596,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6562125 40.6352432, -8.6563379 40.6352383)"
4222131875,4222131876,0,422461216,,True,,,residential,,False,6.329,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6563379 40.6352383, -8.6564111 40.6352259)"
4222131876,4222131877,0,422461216,,True,,,residential,,False,11.822,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6564111 40.6352259, -8.6565398 40.6351839)"
4222131877,4222131878,0,422461216,,True,,,residential,,False,16.565,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6565398 40.6351839, -8.6567091 40.6351085)"
4222131878,4222131879,0,422461216,,True,,,residential,,False,24.341,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6567091 40.6351085, -8.6569163 40.6349562)"
4222131879,4969201683,0,422461216,,True,,,residential,,False,66.103,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6569163 40.6349562, -8.6574601 40.6345283)"
4222131880,1834488371,0,422461216,,True,,,residential,,False,8.321,Avenida João Jacinto Magalhães,,,,"LINESTRING (-8.6575119 40.6344869, -8.657551 40.6344182)"
4319644355,4963498705,0,789117554,,False,2,,residential,50,False,9.722,Rua de Santiago,,,,"LINESTRING (-8.6556963 40.6307473, -8.6556139 40.6306862)"
4319644355,1577958769,0,789117554,,False,2,,residential,50,True,4.301,Rua de Santiago,,,,"LINESTRING (-8.6556963 40.6307473, -8.6557324 40.6307746)"
4319644362,1577958769,0,789117554,,False,2,,residential,50,False,3.311,Rua de Santiago,,,,"LINESTRING (-8.6557617 40.6307944, -8.6557324 40.6307746)"
4319644362,4961410335,0,789117554,,False,2,,residential,50,True,13.612,Rua de Santiago,,,,"LINESTRING (-8.6557617 40.6307944, -8.6558761 40.6308807)"
4319644365,4961602594,0,176509606,,False,2,,residential,50,False,4.552,Rua de Santiago,,,,"LINESTRING (-8.6566196 40.6314349, -8.6565814 40.631406)"
4319644365,4961602527,0,176509606,,False,2,,residential,50,True,2.833,Rua de Santiago,,,,"LINESTRING (-8.6566196 40.6314349, -8.6566431 40.6314531)"
4320876662,4320876663,0,433242782,,True,,,residential,,False,10.673,Rua Doutor Alberto Soares Machado,,,,"LINESTRING (-8.6498536 40.6436903, -8.6497356 40.6436557)"
4320876663,4320876664,0,433242782,,True,,,residential,,False,11.086,Rua Doutor Alberto Soares Machado,,,,"LINESTRING (-8.6497356 40.6436557, -8.6496042 40.6436557)"
4320876664,4320876665,0,433242782,,True,,,residential,,False,11.75,Rua Doutor Alberto Soares Machado,,,,"LINESTRING (-8.6496042 40.6436557, -8.6494701 40.6436842)"
4320876665,4915753694,0,433242782,,True,,,residential,,False,6.845,Rua Doutor Alberto Soares Machado,,,,"LINESTRING (-8.6494701 40.6436842, -8.6494008 40.6437162)"
4320876666,4320876667,0,815105910,,True,1,,residential,,False,12.093,Rua Doutor Alberto Soares Machado,,,,"LINESTRING (-8.6493333 40.6437473, -8.6492206 40.6438145)"
4320876667,7603393955,0,815105910,,True,1,,residential,,False,2.566,Rua Doutor Alberto Soares Machado,,,,"LINESTRING (-8.6492206 40.6438145, -8.6491952 40.6438272)"
4320876668,1799579381,0,815105910,,True,1,,residential,,False,11.084,Rua Doutor Alberto Soares Machado,,,,"LINESTRING (-8.6491268 40.6438613, -8.6490014 40.643891)"
4320876669,402741790,0,815105910,,True,1,,residential,,False,11.894,Rua Doutor Alberto Soares Machado,,,,"LINESTRING (-8.6487647 40.6439427, -8.6486292 40.6439722)"
4344618498,5581047922,0,157721975,,True,1,,residential,,False,20.113,Rua de Angola,,,,"LINESTRING (-8.6387773 40.6387429, -8.638969 40.6388504)"
4344618500,5234720363,0,157721975,,True,1,,residential,,False,8.307,Rua de Angola,,,,"LINESTRING (-8.6394589 40.6394752, -8.6394159 40.6395424)"
4344633311,5234720375,0,157721993,,False,2,,residential,,False,65.837,Rua Lauro Corado,,,,"LINESTRING (-8.639913 40.6399218, -8.6402333 40.6393819)"
4344633311,1526147311,0,157721993,,False,2,,residential,,True,34.455,Rua Lauro Corado,,,,"LINESTRING (-8.639913 40.6399218, -8.6397503 40.640206)"
4344633312,1406433254,0,127003541,,True,,,tertiary,,False,19.711,Avenida Adelino Amaro da Costa,,,,"LINESTRING (-8.6403929 40.6400698, -8.6403014 40.6402329)"
4356090500,1489676706,0,493286524,,True,2,EN 235,secondary,50,False,72.039,Avenida da Universidade,,,,"LINESTRING (-8.6556962 40.6330632, -8.655356 40.632469)"
4356090501,5244033237,0,107701887,,True,,,residential,,False,19.817,Rua Doutor António Christo,,,,"LINESTRING (-8.6526569 40.643069, -8.6527364 40.6429013)"
4356090502,1443502582,0,493286528,,True,2,EN 235,secondary,50,False,20.572,Avenida da Universidade,,,,"LINESTRING (-8.6556168 40.6330893, -8.6557139 40.633259)"
4390251653,3596763680,0,34039298,,True,1,EN 235,secondary,50,False,30.881,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6590236 40.6402982, -8.6589316 40.640567)"
4390254773,390064496,0,182176867,,False,2,EN 235,secondary,,True,12.694,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6594069 40.6393478, -8.6593657 40.6394576)"
4390254773,5221184205,0,658633126,,False,2,EN 235,secondary,,False,14.605,Rua Condessa Mumadona Dias,,,,"LINESTRING (-8.6594069 40.6393478, -8.6594544 40.6392215)"
4413972802,4915753695,0,313568333,,False,2,,residential,,False,109.7,Rua António da Rocha Madail,,,,"LINESTRING (-8.6470563 40.6480538, -8.6480011 40.647376)"
4413972802,1489420402,0,313568333,,False,2,,residential,,True,9.996,Rua António da Rocha Madail,,,,"LINESTRING (-8.6470563 40.6480538, -8.6469727 40.6481175)"
4425779011,8890890047,0,57928384,,False,,,residential,,False,32.944,Rua Brito Machado,,,,"LINESTRING (-8.6600749 40.6440842, -8.6603448 40.6442983)"
4425779011,3596765030,0,57928384,,False,,,residential,,True,72.56,Rua Brito Machado,,,,"LINESTRING (-8.6600749 40.6440842, -8.6594805 40.6436126)"
4479533353,4479533354,0,451085258,,True,2,,tertiary,50,False,5.193,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6423176 40.6456878, -8.6423781 40.6456792)"
4479533354,4479533355,0,451085258,,True,2,,tertiary,50,False,8.361,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6423781 40.6456792, -8.6424746 40.6456963)"
4479533355,4479533356,0,451085258,,True,2,,tertiary,50,False,7.946,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6424746 40.6456963, -8.6425486 40.6457405)"
4479533356,4846324401,0,451085258,,True,2,,tertiary,50,False,37.18,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6425486 40.6457405, -8.6428485 40.6459855)"
4576736067,1489420360,0,451090157,,True,2,,tertiary,50,False,41.631,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6428234 40.645866, -8.6424846 40.6455938)"
4576736069,4874785761,0,135639129,,False,,,residential,,False,43.164,Viela do Canto,,,,"LINESTRING (-8.6434729 40.6452793, -8.643134 40.6449885)"
4576736069,1341967697,0,135639129,,False,,,residential,,True,16.93,Viela do Canto,,,,"LINESTRING (-8.6434729 40.6452793, -8.6436084 40.6453916)"
4576736069,4874785501,0,495743818,,False,,,residential,,False,6.086,Beco do Galinheiro,,,,"LINESTRING (-8.6434729 40.6452793, -8.6435243 40.6452409)"
4792502061,458580404,0,38697261,,True,1,,residential,,False,9.289,Rua Padre Arménio Alves da Costa Júnior,,,,"LINESTRING (-8.6472982 40.6395507, -8.6472101 40.6395006)"
4792502062,6516159432,0,127003519,,False,,,residential,,False,25.238,Rua Carlos Aleluia,,,,"LINESTRING (-8.6468666 40.640015, -8.6471013 40.6401557)"
4792502062,1489449197,0,127003519,,False,,,residential,,True,126.719,Rua Carlos Aleluia,,,,"LINESTRING (-8.6468666 40.640015, -8.6456881 40.6393086)"
4792502068,1489672251,0,506383763,,True,1,,residential,50,False,72.994,Rua das Pombas,,,,"LINESTRING (-8.6520488 40.6326093, -8.6529136 40.6326236)"
4792502076,1489672249,0,135667683,,False,,,residential,,False,4.575,Rua das Pombas,,,,"LINESTRING (-8.6512731 40.6325964, -8.6513273 40.6325973)"
4792502076,4861813561,0,135667683,,False,,,residential,,True,24.765,Rua das Pombas,,,,"LINESTRING (-8.6512731 40.6325964, -8.6509797 40.6325915)"
4792502077,1489672241,0,135667686,,False,,,residential,,False,49.669,Rua Freguesia da Glória,,,,"LINESTRING (-8.6511069 40.6322288, -8.6508098 40.6318432)"
4792502077,4861813558,0,135667686,,False,,,residential,,True,22.751,Rua Freguesia da Glória,,,,"LINESTRING (-8.6511069 40.6322288, -8.6512267 40.6324121)"
4792502088,5237682245,0,135641874,,True,1,,residential,,False,19.277,Rua de São Martinho,,,,"LINESTRING (-8.6486431 40.6368031, -8.6488217 40.6369112)"
4792502089,5237682246,0,135641874,,True,1,,residential,,False,10.681,Rua de São Martinho,,,,"LINESTRING (-8.6489163 40.6369617, -8.6490247 40.6370113)"
4792502090,5237682242,0,157721992,,True,2,,residential,,False,45.26,Rua Infante Dom Henrique,,,,"LINESTRING (-8.6489633 40.6370537, -8.648574 40.6373337)"
4792502091,4792502092,0,157721992,,True,2,,residential,,False,8.379,Rua Infante Dom Henrique,,,,"LINESTRING (-8.6485336 40.6373627, -8.6484585 40.637412)"
4792502092,4792502093,0,243526018,,False,,,tertiary,30,False,15.85,Avenida 25 de Abril,,,,"LINESTRING (-8.6484585 40.637412, -8.6483277 40.6373097)"
4792502092,7706878444,0,243526018,,False,,,tertiary,30,True,9.493,Avenida 25 de Abril,,,,"LINESTRING (-8.6484585 40.637412, -8.6485357 40.6374741)"
4792502093,5237682368,0,243526018,,False,,,tertiary,30,False,64.35,Avenida 25 de Abril,,,,"LINESTRING (-8.6483277 40.6373097, -8.6477845 40.6369035)"
4792502093,4792502092,0,243526018,,False,,,tertiary,30,True,15.85,Avenida 25 de Abril,,,,"LINESTRING (-8.6483277 40.6373097, -8.6484585 40.637412)"
4792539011,5237682239,0,411775061,,True,1,,residential,,False,14.312,Rua de São Sebastião,,,,"LINESTRING (-8.6493656 40.6353646, -8.6494501 40.6354762)"
4792539012,7911071163,0,127003472,,False,,,residential,,False,17.204,Rua José Joaquim Lopes de Lima,,,,"LINESTRING (-8.6483987 40.6364389, -8.6482564 40.6365497)"
4792539012,5237682344,0,127003472,,False,,,residential,,True,7.164,Rua José Joaquim Lopes de Lima,,,,"LINESTRING (-8.6483987 40.6364389, -8.6484618 40.6363958)"
4792539017,5237682355,0,127003479,,False,2,,residential,,False,35.544,Rua de São Martinho,,,,"LINESTRING (-8.6451172 40.633809, -8.6450707 40.6341267)"
4792539017,5237682352,0,127003479,,False,2,,residential,,True,22.158,Rua de São Martinho,,,,"LINESTRING (-8.6451172 40.633809, -8.645148 40.6336111)"
4792539020,5237682229,0,541678034,,True,1,,residential,,False,10.73,Rua Eça de Queirós,,,,"LINESTRING (-8.6506125 40.6376828, -8.650687 40.637761)"
4792540524,5237866321,0,815988679,,False,2,EN 235,secondary,50,False,4.714,Rua Calouste Gulbenkian,,,,"LINESTRING (-8.6565682 40.6365143, -8.656529 40.6364841)"
4792540524,689479626,0,815988679,,False,2,EN 235,secondary,50,True,10.447,Rua Calouste Gulbenkian,,,,"LINESTRING (-8.6565682 40.6365143, -8.656655 40.6365813)"
4792540528,1487528385,0,694061062,,True,2,,residential,,False,5.433,Rua Conselheiro Luís Magalhães,,,destination,"LINESTRING (-8.6517731 40.6423315, -8.6518272 40.642305)"
4792540530,1232569170,0,34262370,,True,,,residential,,False,27.302,Rua do Carril,,,,"LINESTRING (-8.650535 40.6459945, -8.6508527 40.6460412)"
4801880723,5237764413,0,172547684,,True,1,,residential,,False,79.286,Rua da Liberdade,,,,"LINESTRING (-8.6559734 40.6396454, -8.6564753 40.6402482)"
4801880724,2924430818,0,172547669,,False,,,residential,,True,7.843,Rua dos Santos Mártires,,,,"LINESTRING (-8.6570317 40.6388846, -8.6571088 40.6388452)"
4801880724,5237764642,0,255511888,,True,1,,residential,,False,7.516,Rua Magalhães Serrão,,,,"LINESTRING (-8.6570317 40.6388846, -8.6569477 40.6389071)"
4801880724,5237764641,0,541689228,,False,2,,residential,,True,5.597,Cais dos Moliceiros,,,,"LINESTRING (-8.6570317 40.6388846, -8.6570664 40.6389275)"
4801882956,5237682377,0,135257660,,False,2,,residential,,False,10.238,Rua Sebastião de Magalhães Lima,,,,"LINESTRING (-8.645727 40.6367109, -8.6456373 40.6366489)"
4801882956,1485602047,0,135257660,,False,2,,residential,,True,13.657,Rua Sebastião de Magalhães Lima,,,,"LINESTRING (-8.645727 40.6367109, -8.6458048 40.6368186)"
4801882956,5237682361,0,135448695,,False,,,residential,,True,5.002,Rua Dom Afonso V,,,,"LINESTRING (-8.645727 40.6367109, -8.6457734 40.6366829)"
4801882957,1485602052,0,135257660,,False,2,,residential,,False,37.11,Rua Sebastião de Magalhães Lima,,,,"LINESTRING (-8.645935 40.6373452, -8.6458853 40.6370136)"
4801882957,1485602037,0,135257660,,False,2,,residential,,True,56.764,Rua Sebastião de Magalhães Lima,,,,"LINESTRING (-8.645935 40.6373452, -8.6460307 40.6378505)"
4801882958,8920106234,0,135257660,,False,2,,residential,,False,7.168,Rua Sebastião de Magalhães Lima,,,,"LINESTRING (-8.6444834 40.6360771, -8.6444109 40.6360435)"
4801882958,5237682375,0,135257660,,False,2,,residential,,True,78.625,Rua Sebastião de Magalhães Lima,,,,"LINESTRING (-8.6444834 40.6360771, -8.6452731 40.6364524)"
4846324389,1491748952,0,462260767,,True,1,,tertiary,50,False,11.491,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6424188 40.6455941, -8.6422826 40.6455948)"
4846324390,1487492456,0,135638482,,True,,,residential,,False,5.159,Rua Senhor dos Milagres,,,,"LINESTRING (-8.6421028 40.6459753, -8.6421218 40.6459312)"
4846324391,1232665838,0,451085258,,True,2,,tertiary,50,False,10.355,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6434123 40.6464462, -8.643497 40.6465136)"
4846324392,4846324405,0,451090157,,True,2,,tertiary,50,False,56.457,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6435085 40.6464164, -8.643049 40.6460473)"
4846324393,1489420371,0,451090158,,True,2,,tertiary,50,False,11.012,Avenida da Força Aérea Portuguesa,,,,"LINESTRING (-8.6436835 40.6465566, -8.6435936 40.6464848)"
4846324394,4846324409,0,451085641,,True,2,,tertiary,50,False,72.627,Avenida da Força Aérea Portuguesa,,,,"LINESTRING (-8.6435845 40.6465861, -8.6441741 40.647062)"
4846324395,4874785497,0,451085641,,True,2,,tertiary,50,False,72.496,Avenida da Força Aérea Portuguesa,,,,"LINESTRING (-8.6445558 40.64737, -8.6451444 40.647845)"
4846324396,1489420390,0,451090158,,True,2,,tertiary,50,False,8.899,Avenida da Força Aérea Portuguesa,,,,"LINESTRING (-8.6446369 40.6473195, -8.6445652 40.6472608)"
4846324398,1506396161,0,451090158,,True,2,,tertiary,50,False,9.094,Avenida da Força Aérea Portuguesa,,,,"LINESTRING (-8.645287 40.6478593, -8.6452129 40.6477999)"
4846324401,4846324408,0,451085258,,True,2,,tertiary,50,False,14.924,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6428485 40.6459855, -8.6429688 40.6460839)"
4846324401,4846324402,0,492645269,,True,,,tertiary_link,,False,3.197,,,,,"LINESTRING (-8.6428485 40.6459855, -8.6428862 40.6459884)"
4846324402,4846324403,0,492645269,,True,,,tertiary_link,,False,2.681,,,,,"LINESTRING (-8.6428862 40.6459884, -8.6429095 40.645972)"
4846324403,4846324404,0,492645269,,True,,,tertiary_link,,False,3.255,,,,,"LINESTRING (-8.6429095 40.645972, -8.6429203 40.6459439)"
4846324404,4576736067,0,451090157,,True,2,,tertiary,50,False,11.911,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6429203 40.6459439, -8.6428234 40.645866)"
4846324405,4846324404,0,451090157,,True,2,,tertiary,50,False,15.814,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.643049 40.6460473, -8.6429203 40.6459439)"
4846324405,4846324406,0,492645270,,True,,,tertiary_link,,False,4.52,,,,,"LINESTRING (-8.643049 40.6460473, -8.6429962 40.6460404)"
4846324406,4846324407,0,492645270,,True,,,tertiary_link,,False,3.006,,,,,"LINESTRING (-8.6429962 40.6460404, -8.6429701 40.6460588)"
4846324407,4846324408,0,492645270,,True,,,tertiary_link,,False,2.793,,,,,"LINESTRING (-8.6429701 40.6460588, -8.6429688 40.6460839)"
4846324408,4874785490,0,451085258,,True,2,,tertiary,50,False,50.417,Avenida Nossa Senhora da Alegria,,,,"LINESTRING (-8.6429688 40.6460839, -8.6433755 40.6464161)"
4846324409,4846324416,0,451085641,,True,2,,tertiary,50,False,16.822,Avenida da Força Aérea Portuguesa,,,,"LINESTRING (-8.6441741 40.647062, -8.6443107 40.6471722)"
4846324409,4846324410,0,492645271,,True,,,tertiary_link,,False,4.203,,,,,"LINESTRING (-8.6441741 40.647062, -8.6442237 40.6470655)"
4846324410,4846324411,0,492645271,,True,,,tertiary_link,,False,2.595,,,,,"LINESTRING (-8.6442237 40.6470655, -8.6442477 40.6470509)"
4846324411,4846324412,0,492645271,,True,,,tertiary_link,,False,3.975,,,,,"LINESTRING (-8.6442477 40.6470509, -8.644259 40.6470162)"
4846324412,4874785492,0,451090158,,True,2,,tertiary,50,False,66.338,Avenida da Força Aérea Portuguesa,,,,"LINESTRING (-8.644259 40.6470162, -8.6437174 40.6465837)"
4846324413,4846324412,0,451090158,,True,2,,tertiary,50,False,16.161,Avenida da Força Aérea Portuguesa,,,,"LINESTRING (-8.6443909 40.6471216, -8.644259 40.6470162)"
4846324413,4846324414,0,492645272,,True,,,tertiary_link,,False,3.58,,,,,"LINESTRING (-8.6443909 40.6471216, -8.6443487 40.6471182)"
4846324414,4846324415,0,492645272,,True,,,tertiary_link,,False,3.732,,,,,"LINESTRING (-8.6443487 40.6471182, -8.644316 40.6471408)"
4846324415,4846324416,0,492645272,,True,,,tertiary_link,,False,3.52,,,,,"LINESTRING (-8.644316 40.6471408, -8.6443107 40.6471722)"
4846324416,4846324395,0,451085641,,True,2,,tertiary,50,False,30.189,Avenida da Força Aérea Portuguesa,,,,"LINESTRING (-8.6443107 40.6471722, -8.6445558 40.64737)"
4846491297,1330637247,0,135318911,,True,2,,tertiary,,False,6.06,Avenida de Bourges,,,,"LINESTRING (-8.643466 40.6307107, -8.6435127 40.6307521)"
4846491298,404735094,0,238113706,,True,,,tertiary,,False,18.402,Estrada de Vilar,,,,"LINESTRING (-8.6434966 40.6306772, -8.6433316 40.630569)"
4846491299,5208869039,0,152348500,,True,1,,residential,,False,20.118,Cais da Fonte Nova,,,,"LINESTRING (-8.6427309 40.6366529, -8.6426538 40.6364817)"
4846491302,385013521,0,496184793,,True,1,,residential,,False,53.124,Rua Almirante Cândido dos Reis,,,,"LINESTRING (-8.6411605 40.6443052, -8.6417564 40.6444595)"
4846491303,1485115769,0,794561702,,False,2,,residential,,False,12.07,Cais da Fonte Nova,,,,"LINESTRING (-8.6440708 40.6379555, -8.6441139 40.637852)"
4846491303,1485115771,0,794561702,,False,2,,residential,,True,184.773,Cais da Fonte Nova,,,,"LINESTRING (-8.6440708 40.6379555, -8.643409 40.6395395)"
4846491305,5237682356,0,135448702,,False,2,,residential,,False,15.294,,,,,"LINESTRING (-8.6448831 40.6341617, -8.6450639 40.6341713)"
4846491305,464762408,0,135448702,,False,2,,residential,,True,11.428,,,,,"LINESTRING (-8.6448831 40.6341617, -8.644748 40.6341546)"
4846491308,1406434211,0,127003496,,False,,,residential,,False,15.133,Rua Aires Barbosa,,,,"LINESTRING (-8.6456249 40.6320323, -8.6457627 40.6321194)"
4846491308,1406433838,0,127003496,,False,,,residential,,True,17.876,Rua Aires Barbosa,,,,"LINESTRING (-8.6456249 40.6320323, -8.6454602 40.6319312)"
4846491309,5209914426,0,135643613,,False,2,,residential,30,False,3.994,Travessa de Santa Maria da Feira,,,,"LINESTRING (-8.6484365 40.6316207, -8.6483894 40.6316242)"
4846491309,5212764593,0,135643613,,False,2,,residential,30,True,52.277,Travessa de Santa Maria da Feira,,,,"LINESTRING (-8.6484365 40.6316207, -8.6490522 40.6315688)"
4846512654,1489672242,0,411818822,,False,2,,residential,,False,9.388,Rua do Sport Clube Beira-Mar,,,,"LINESTRING (-8.6528751 40.6323245, -8.6528253 40.632249)"
4846512654,1489672245,0,411818822,,False,2,,residential,,True,15.711,Rua do Sport Clube Beira-Mar,,,,"LINESTRING (-8.6528751 40.6323245, -8.6529575 40.6324512)"
4846512656,5366099992,0,493286527,,False,2,,residential,,False,37.653,Rua da Associação Humanitária dos Bombeiros Voluntários de Aveiro,,,,"LINESTRING (-8.6538353 40.6306409, -8.6534201 40.6307649)"
4846512656,7347339526,0,493286527,,False,2,,residential,,True,14.078,Rua da Associação Humanitária dos Bombeiros Voluntários de Aveiro,,,,"LINESTRING (-8.6538353 40.6306409, -8.653993 40.6305996)"
4846512661,5409307683,0,694100500,,False,2,,tertiary,,False,76.297,Avenida Araújo e Silva,,,,"LINESTRING (-8.6499996 40.634249, -8.6493721 40.633755)"
4846512661,1487627536,0,694100500,,False,2,,tertiary,,True,13.921,Avenida Araújo e Silva,,,,"LINESTRING (-8.6499996 40.634249, -8.6501122 40.6343405)"
4846512662,2512566349,0,127003552,,True,1,,residential,,False,50.381,Rua Infante Dom Henrique,,,,"LINESTRING (-8.6486295 40.6374443, -8.649057 40.637128)"
4855614367,1702684501,0,34149627,,False,,,residential,,False,59.724,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6402905 40.6420056, -8.6405085 40.6414946)"
4855614367,4855614376,0,34149627,,False,,,residential,,True,58.216,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6402905 40.6420056, -8.640078 40.6425037)"
4855614369,4927593275,0,400180772,,False,2,,residential,,False,67.279,Rua Zé Augusto,,,,"LINESTRING (-8.639651 40.6425098, -8.6389044 40.6422973)"
4855614369,8875360053,0,400180772,,False,2,,residential,,True,11.419,Rua Zé Augusto,,,,"LINESTRING (-8.639651 40.6425098, -8.6397771 40.6425471)"
4855614376,4855614367,0,34149627,,False,,,residential,,False,58.216,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.640078 40.6425037, -8.6402905 40.6420056)"
4855614376,1702685147,0,34149627,,False,,,residential,,True,12.156,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.640078 40.6425037, -8.6400336 40.6426077)"
4855614381,7712214304,0,158029856,,False,,,unclassified,,False,5.905,,,,,"LINESTRING (-8.6401319 40.6426045, -8.6401988 40.6426201)"
4855614381,1702685147,0,158029856,,False,,,unclassified,,True,8.302,,,,,"LINESTRING (-8.6401319 40.6426045, -8.6400336 40.6426077)"
4855614391,4855614403,0,158878484,,False,,,residential,,False,21.574,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6392655 40.6444104, -8.6391897 40.6445957)"
4855614391,391647754,0,158878484,,False,,,residential,,True,32.78,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6392655 40.6444104, -8.6393842 40.6441297)"
4855614393,399764058,0,158878484,,False,,,residential,,True,13.381,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6384939 40.6452043, -8.6386431 40.6451635)"
4855614403,399764051,0,158878484,,False,,,residential,,False,8.677,Rua Artur de Almeida Eça,,,,"LINESTRING (-8.6391897 40.6445957, -8.6391563 40.6446695)"
